Pin,Pin Name,Bank,I/O Type
E31,GND,NA,NA
E32,GND,NA,NA
E33,GND,NA,NA
E35,GND,NA,NA
E37,GND,NA,NA
E38,GND,NA,NA
E39,GND,NA,NA
E40,GND,NA,NA
E41,GND,NA,NA
E42,GND,NA,NA
E43,GND,NA,NA
E45,GND,NA,NA
E47,GND,NA,NA
E49,GND,NA,NA
E5,GND,NA,NA
E51,GND,NA,NA
E53,GND,NA,NA
E54,GND,NA,NA
E56,GND,NA,NA
E6,GND,NA,NA
E7,GND,NA,NA
E8,GND,NA,NA
F11,GND,NA,NA
F13,GND,NA,NA
F15,GND,NA,NA
F17,GND,NA,NA
F19,GND,NA,NA
F21,GND,NA,NA
F23,GND,NA,NA
F25,GND,NA,NA
F27,GND,NA,NA
F29,GND,NA,NA
F3,GND,NA,NA
F30,GND,NA,NA
F32,GND,NA,NA
F34,GND,NA,NA
F36,GND,NA,NA
F38,GND,NA,NA
F4,GND,NA,NA
F40,GND,NA,NA
F42,GND,NA,NA
F44,GND,NA,NA
F46,GND,NA,NA
F48,GND,NA,NA
F5,GND,NA,NA
F50,GND,NA,NA
F52,GND,NA,NA
F54,GND,NA,NA
F56,GND,NA,NA
F57,GND,NA,NA
F58,GND,NA,NA
F8,GND,NA,NA
F9,GND,NA,NA
G1,GND,NA,NA
G11,GND,NA,NA
G13,GND,NA,NA
G15,GND,NA,NA
G17,GND,NA,NA
G19,GND,NA,NA
G2,GND,NA,NA
G21,GND,NA,NA
G23,GND,NA,NA
G25,GND,NA,NA
G27,GND,NA,NA
G29,GND,NA,NA
G3,GND,NA,NA
G30,GND,NA,NA
G32,GND,NA,NA
G34,GND,NA,NA
G36,GND,NA,NA
G38,GND,NA,NA
G40,GND,NA,NA
G42,GND,NA,NA
G44,GND,NA,NA
G46,GND,NA,NA
G48,GND,NA,NA
G50,GND,NA,NA
G52,GND,NA,NA
G54,GND,NA,NA
G55,GND,NA,NA
G56,GND,NA,NA
G6,GND,NA,NA
G7,GND,NA,NA
G8,GND,NA,NA
G9,GND,NA,NA
H10,GND,NA,NA
H11,GND,NA,NA
H12,GND,NA,NA
H14,GND,NA,NA
H16,GND,NA,NA
H17,GND,NA,NA
H18,GND,NA,NA
H19,GND,NA,NA
H20,GND,NA,NA
H21,GND,NA,NA
H22,GND,NA,NA
H23,GND,NA,NA
H24,GND,NA,NA
H25,GND,NA,NA
H26,GND,NA,NA
H27,GND,NA,NA
H28,GND,NA,NA
H29,GND,NA,NA
H3,GND,NA,NA
H30,GND,NA,NA
H31,GND,NA,NA
H32,GND,NA,NA
H33,GND,NA,NA
H34,GND,NA,NA
H35,GND,NA,NA
H36,GND,NA,NA
H37,GND,NA,NA
H38,GND,NA,NA
H39,GND,NA,NA
H4,GND,NA,NA
H40,GND,NA,NA
H41,GND,NA,NA
H42,GND,NA,NA
H43,GND,NA,NA
H44,GND,NA,NA
H45,GND,NA,NA
H46,GND,NA,NA
H47,GND,NA,NA
H48,GND,NA,NA
H49,GND,NA,NA
H5,GND,NA,NA
H50,GND,NA,NA
H51,GND,NA,NA
H52,GND,NA,NA
H53,GND,NA,NA
H56,GND,NA,NA
H57,GND,NA,NA
H58,GND,NA,NA
H8,GND,NA,NA
H9,GND,NA,NA
J1,GND,NA,NA
J10,GND,NA,NA
J12,GND,NA,NA
J14,GND,NA,NA
J16,GND,NA,NA
J19,GND,NA,NA
J2,GND,NA,NA
J24,GND,NA,NA
J29,GND,NA,NA
J3,GND,NA,NA
J43,GND,NA,NA
J44,GND,NA,NA
J46,GND,NA,NA
J47,GND,NA,NA
J49,GND,NA,NA
J50,GND,NA,NA
J51,GND,NA,NA
J54,GND,NA,NA
J55,GND,NA,NA
J56,GND,NA,NA
J6,GND,NA,NA
J7,GND,NA,NA
J8,GND,NA,NA
J9,GND,NA,NA
K12,GND,NA,NA
K14,GND,NA,NA
K15,GND,NA,NA
K16,GND,NA,NA
K21,GND,NA,NA
K26,GND,NA,NA
K3,GND,NA,NA
K31,GND,NA,NA
K36,GND,NA,NA
K4,GND,NA,NA
K41,GND,NA,NA
K43,GND,NA,NA
K45,GND,NA,NA
K47,GND,NA,NA
K5,GND,NA,NA
K51,GND,NA,NA
K52,GND,NA,NA
K53,GND,NA,NA
K56,GND,NA,NA
K57,GND,NA,NA
K58,GND,NA,NA
K8,GND,NA,NA
L1,GND,NA,NA
L10,GND,NA,NA
L14,GND,NA,NA
L18,GND,NA,NA
L2,GND,NA,NA
L23,GND,NA,NA
L28,GND,NA,NA
L3,GND,NA,NA
L33,GND,NA,NA
L38,GND,NA,NA
L43,GND,NA,NA
L44,GND,NA,NA
L49,GND,NA,NA
L50,GND,NA,NA
L51,GND,NA,NA
L54,GND,NA,NA
L55,GND,NA,NA
L56,GND,NA,NA
L6,GND,NA,NA
L7,GND,NA,NA
L8,GND,NA,NA
L9,GND,NA,NA
M12,GND,NA,NA
M14,GND,NA,NA
M15,GND,NA,NA
M20,GND,NA,NA
M25,GND,NA,NA
M3,GND,NA,NA
M30,GND,NA,NA
M35,GND,NA,NA
M4,GND,NA,NA
M40,GND,NA,NA
M43,GND,NA,NA
M45,GND,NA,NA
M47,GND,NA,NA
M5,GND,NA,NA
M51,GND,NA,NA
M52,GND,NA,NA
M53,GND,NA,NA
M56,GND,NA,NA
M57,GND,NA,NA
M58,GND,NA,NA
M8,GND,NA,NA
N1,GND,NA,NA
N10,GND,NA,NA
N14,GND,NA,NA
N17,GND,NA,NA
N2,GND,NA,NA
N22,GND,NA,NA
N27,GND,NA,NA
N3,GND,NA,NA
N42,GND,NA,NA
N43,GND,NA,NA
N44,GND,NA,NA
N49,GND,NA,NA
N50,GND,NA,NA
N51,GND,NA,NA
N52,GND,NA,NA
N53,GND,NA,NA
N54,GND,NA,NA
N55,GND,NA,NA
N56,GND,NA,NA
N6,GND,NA,NA
N7,GND,NA,NA
N8,GND,NA,NA
N9,GND,NA,NA
P12,GND,NA,NA
P14,GND,NA,NA
P19,GND,NA,NA
P22,GND,NA,NA
P25,GND,NA,NA
P28,GND,NA,NA
P3,GND,NA,NA
P31,GND,NA,NA
P34,GND,NA,NA
P37,GND,NA,NA
P4,GND,NA,NA
P40,GND,NA,NA
P43,GND,NA,NA
P45,GND,NA,NA
P47,GND,NA,NA
P5,GND,NA,NA
P51,GND,NA,NA
P52,GND,NA,NA
P53,GND,NA,NA
P54,GND,NA,NA
P57,GND,NA,NA
P58,GND,NA,NA
P8,GND,NA,NA
R1,GND,NA,NA
R10,GND,NA,NA
R14,GND,NA,NA
R16,GND,NA,NA
R18,GND,NA,NA
R2,GND,NA,NA
R21,GND,NA,NA
R24,GND,NA,NA
R27,GND,NA,NA
R30,GND,NA,NA
R33,GND,NA,NA
R36,GND,NA,NA
R39,GND,NA,NA
R42,GND,NA,NA
R43,GND,NA,NA
R44,GND,NA,NA
R49,GND,NA,NA
R5,GND,NA,NA
R50,GND,NA,NA
R51,GND,NA,NA
R54,GND,NA,NA
R55,GND,NA,NA
R56,GND,NA,NA
R6,GND,NA,NA
R7,GND,NA,NA
R8,GND,NA,NA
R9,GND,NA,NA
T12,GND,NA,NA
T14,GND,NA,NA
T20,GND,NA,NA
T23,GND,NA,NA
T26,GND,NA,NA
T29,GND,NA,NA
T3,GND,NA,NA
T32,GND,NA,NA
T35,GND,NA,NA
T38,GND,NA,NA
T4,GND,NA,NA
T41,GND,NA,NA
T43,GND,NA,NA
T45,GND,NA,NA
T47,GND,NA,NA
T5,GND,NA,NA
T51,GND,NA,NA
T52,GND,NA,NA
T53,GND,NA,NA
T54,GND,NA,NA
T57,GND,NA,NA
T58,GND,NA,NA
T8,GND,NA,NA
U1,GND,NA,NA
U10,GND,NA,NA
U11,GND,NA,NA
U14,GND,NA,NA
U15,GND,NA,NA
U18,GND,NA,NA
U2,GND,NA,NA
U20,GND,NA,NA
U22,GND,NA,NA
U24,GND,NA,NA
U26,GND,NA,NA
U28,GND,NA,NA
U30,GND,NA,NA
U32,GND,NA,NA
U34,GND,NA,NA
U36,GND,NA,NA
U38,GND,NA,NA
U40,GND,NA,NA
U42,GND,NA,NA
U43,GND,NA,NA
U44,GND,NA,NA
U49,GND,NA,NA
U5,GND,NA,NA
U50,GND,NA,NA
U51,GND,NA,NA
U54,GND,NA,NA
U55,GND,NA,NA
U56,GND,NA,NA
U6,GND,NA,NA
U7,GND,NA,NA
U8,GND,NA,NA
U9,GND,NA,NA
V12,GND,NA,NA
V13,GND,NA,NA
V14,GND,NA,NA
V17,GND,NA,NA
V19,GND,NA,NA
V21,GND,NA,NA
V23,GND,NA,NA
V25,GND,NA,NA
V27,GND,NA,NA
V29,GND,NA,NA
V3,GND,NA,NA
V31,GND,NA,NA
V33,GND,NA,NA
V35,GND,NA,NA
V37,GND,NA,NA
V39,GND,NA,NA
V4,GND,NA,NA
V41,GND,NA,NA
V43,GND,NA,NA
V45,GND,NA,NA
V46,GND,NA,NA
V47,GND,NA,NA
V5,GND,NA,NA
V51,GND,NA,NA
V52,GND,NA,NA
V53,GND,NA,NA
V56,GND,NA,NA
V57,GND,NA,NA
V58,GND,NA,NA
V8,GND,NA,NA
W1,GND,NA,NA
W10,GND,NA,NA
W11,GND,NA,NA
W14,GND,NA,NA
W18,GND,NA,NA
W2,GND,NA,NA
W20,GND,NA,NA
W22,GND,NA,NA
W24,GND,NA,NA
W36,GND,NA,NA
W38,GND,NA,NA
W40,GND,NA,NA
W42,GND,NA,NA
W43,GND,NA,NA
W47,GND,NA,NA
W48,GND,NA,NA
W49,GND,NA,NA
W5,GND,NA,NA
W50,GND,NA,NA
W51,GND,NA,NA
W54,GND,NA,NA
W55,GND,NA,NA
W56,GND,NA,NA
W6,GND,NA,NA
W7,GND,NA,NA
W8,GND,NA,NA
W9,GND,NA,NA
Y12,GND,NA,NA
Y14,GND,NA,NA
Y16,GND,NA,NA
Y19,GND,NA,NA
Y21,GND,NA,NA
Y23,GND,NA,NA
Y3,GND,NA,NA
Y35,GND,NA,NA
Y37,GND,NA,NA
Y39,GND,NA,NA
Y4,GND,NA,NA
Y41,GND,NA,NA
Y43,GND,NA,NA
Y45,GND,NA,NA
Y48,GND,NA,NA
Y5,GND,NA,NA
Y51,GND,NA,NA
Y52,GND,NA,NA
Y53,GND,NA,NA
Y56,GND,NA,NA
Y57,GND,NA,NA
Y58,GND,NA,NA
Y8,GND,NA,NA
Y9,GND,NA,NA
AD21,GND_SENSE,NA,NA
AU22,GND_SMON,NA,NA
AT44,GTM_AVCCAUX_LLC,NA,NA
AV44,GTM_AVCCAUX_LLC,NA,NA
AP44,GTM_AVCC_LLC,NA,NA
AR46,GTM_AVCC_LLC,NA,NA
AU46,GTM_AVCC_LLC,NA,NA
AW46,GTM_AVCC_LLC,NA,NA
AY44,GTM_AVCC_LLC,NA,NA
BA46,GTM_AVCC_LLC,NA,NA
AN46,GTM_AVTT_LLC,NA,NA
AN48,GTM_AVTT_LLC,NA,NA
AP48,GTM_AVTT_LLC,NA,NA
AR48,GTM_AVTT_LLC,NA,NA
AT48,GTM_AVTT_LLC,NA,NA
AU48,GTM_AVTT_LLC,NA,NA
AV48,GTM_AVTT_LLC,NA,NA
AW48,GTM_AVTT_LLC,NA,NA
AY48,GTM_AVTT_LLC,NA,NA
BA48,GTM_AVTT_LLC,NA,NA
T44,GTYP_AVCCAUX_LN,NA,NA
V44,GTYP_AVCCAUX_LN,NA,NA
BB44,GTYP_AVCCAUX_LS,NA,NA
BD44,GTYP_AVCCAUX_LS,NA,NA
P13,GTYP_AVCCAUX_RN,NA,NA
T13,GTYP_AVCCAUX_RN,NA,NA
AB44,GTYP_AVCC_LN,NA,NA
J45,GTYP_AVCC_LN,NA,NA
K44,GTYP_AVCC_LN,NA,NA
L45,GTYP_AVCC_LN,NA,NA
M44,GTYP_AVCC_LN,NA,NA
N45,GTYP_AVCC_LN,NA,NA
P44,GTYP_AVCC_LN,NA,NA
R45,GTYP_AVCC_LN,NA,NA
U45,GTYP_AVCC_LN,NA,NA
Y44,GTYP_AVCC_LN,NA,NA
BC46,GTYP_AVCC_LS,NA,NA
BE46,GTYP_AVCC_LS,NA,NA
K13,GTYP_AVCC_RN,NA,NA
M13,GTYP_AVCC_RN,NA,NA
N11,GTYP_AVCC_RN,NA,NA
R11,GTYP_AVCC_RN,NA,NA
AA46,GTYP_AVTT_LN,NA,NA
J48,GTYP_AVTT_LN,NA,NA
K46,GTYP_AVTT_LN,NA,NA
K50,GTYP_AVTT_LN,NA,NA
L48,GTYP_AVTT_LN,NA,NA
M46,GTYP_AVTT_LN,NA,NA
M50,GTYP_AVTT_LN,NA,NA
N48,GTYP_AVTT_LN,NA,NA
P46,GTYP_AVTT_LN,NA,NA
P50,GTYP_AVTT_LN,NA,NA
R48,GTYP_AVTT_LN,NA,NA
T46,GTYP_AVTT_LN,NA,NA
T50,GTYP_AVTT_LN,NA,NA
U48,GTYP_AVTT_LN,NA,NA
V50,GTYP_AVTT_LN,NA,NA
W46,GTYP_AVTT_LN,NA,NA
BC48,GTYP_AVTT_LS,NA,NA
BD48,GTYP_AVTT_LS,NA,NA
BE48,GTYP_AVTT_LS,NA,NA
J11,GTYP_AVTT_RN,NA,NA
K9,GTYP_AVTT_RN,NA,NA
L11,GTYP_AVTT_RN,NA,NA
M9,GTYP_AVTT_RN,NA,NA
P9,GTYP_AVTT_RN,NA,NA
T9,GTYP_AVTT_RN,NA,NA
V9,GTYP_AVTT_RN,NA,NA
AT13,GTYP_LPD_AVCCAUX_RLC,NA,NA
AV13,GTYP_LPD_AVCCAUX_RLC,NA,NA
AW11,GTYP_LPD_AVCCAUX_RS,NA,NA
AY13,GTYP_LPD_AVCCAUX_RS,NA,NA
AN13,GTYP_LPD_AVCC_RLC,NA,NA
AP13,GTYP_LPD_AVCC_RLC,NA,NA
BA11,GTYP_LPD_AVCC_RS,NA,NA
BC11,GTYP_LPD_AVCC_RS,NA,NA
AN11,GTYP_LPD_AVTT_RLC,NA,NA
AR11,GTYP_LPD_AVTT_RLC,NA,NA
AU11,GTYP_LPD_AVTT_RLC,NA,NA
AY9,GTYP_LPD_AVTT_RS,NA,NA
BB9,GTYP_LPD_AVTT_RS,NA,NA
BD9,GTYP_LPD_AVTT_RS,NA,NA
J30,MODE0_503,503,PMCDIO
K30,MODE1_503,503,PMCDIO
L29,MODE2_503,503,PMCDIO
K29,MODE3_503,503,PMCDIO
AA11,NC,NA,NA 
AA12,NC,NA,NA 
AA13,NC,NA,NA 
AA4,NC,NA,NA 
AA5,NC,NA,NA 
AA52,NC,NA,NA 
AA53,NC,NA,NA 
AA57,NC,NA,NA 
AA58,NC,NA,NA 
AB1,NC,NA,NA 
AB10,NC,NA,NA 
AB11,NC,NA,NA 
AB13,NC,NA,NA 
AB18,RSVD_VCCINT_GT,NA,NA 
AB2,NC,NA,NA 
AB48,NC,NA,NA 
AB50,NC,NA,NA 
AB51,NC,NA,NA 
AB55,NC,NA,NA 
AB56,NC,NA,NA 
AB6,NC,NA,NA 
AB7,NC,NA,NA 
AB9,NC,NA,NA 
AC11,NC,NA,NA 
AC12,NC,NA,NA 
AC13,NC,NA,NA 
AC4,NC,NA,NA 
AC44,NC,NA,NA 
AC45,NC,NA,NA 
AC46,NC,NA,NA 
AC5,NC,NA,NA 
AC52,NC,NA,NA 
AC53,NC,NA,NA 
AC57,NC,NA,NA 
AC58,NC,NA,NA 
AC9,NC,NA,NA 
AD1,NC,NA,NA 
AD10,NC,NA,NA 
AD11,NC,NA,NA 
AD13,NC,NA,NA 
AD18,RSVD_VCCINT_GT,NA,NA 
AD2,NC,NA,NA 
AD44,NC,NA,NA 
AD46,NC,NA,NA 
AD47,NC,NA,NA 
AD48,NC,NA,NA 
AD50,NC,NA,NA 
AD51,NC,NA,NA 
AD55,NC,NA,NA 
AD56,NC,NA,NA 
AD6,NC,NA,NA 
AD7,NC,NA,NA 
AD9,NC,NA,NA 
AE11,NC,NA,NA 
AE44,NC,NA,NA 
AE45,NC,NA,NA 
AE46,NC,NA,NA 
AE52,NC,NA,NA 
AE53,NC,NA,NA 
AE57,NC,NA,NA 
AE58,NC,NA,NA 
AE9,NC,NA,NA 
AF13,NC,NA,NA 
AF18,RSVD_VCCINT_GT,NA,NA 
AF44,NC,NA,NA 
AF46,NC,NA,NA 
AF47,NC,NA,NA 
AF48,NC,NA,NA 
AF50,NC,NA,NA 
AF51,NC,NA,NA 
AF55,NC,NA,NA 
AF56,NC,NA,NA 
AG11,NC,NA,NA 
AG12,NC,NA,NA 
AG13,NC,NA,NA 
AG44,NC,NA,NA 
AG45,NC,NA,NA 
AG46,NC,NA,NA 
AH18,RSVD_VCCINT_GT,NA,NA 
AH44,NC,NA,NA 
AH46,NC,NA,NA 
AH47,NC,NA,NA 
AH48,NC,NA,NA 
AJ17,NC,NA,NA 
AJ46,NC,NA,NA 
AK18,RSVD_VCCINT_GT,NA,NA 
AK44,NC,NA,NA 
AK48,NC,NA,NA 
AL44,NC,NA,NA 
AL45,NC,NA,NA 
AL46,NC,NA,NA 
AM18,RSVD_VCCINT_GT,NA,NA 
AM44,NC,NA,NA 
AM48,NC,NA,NA 
C3,NC,NA,NA 
C4,NC,NA,NA 
D5,NC,NA,NA 
D6,NC,NA,NA 
E3,NC,NA,NA 
E4,NC,NA,NA 
F1,NC,NA,NA 
F2,NC,NA,NA 
F6,NC,NA,NA 
F7,NC,NA,NA 
G4,NC,NA,NA 
G5,NC,NA,NA 
H1,NC,NA,NA 
H2,NC,NA,NA 
H6,NC,NA,NA 
H7,NC,NA,NA 
J32,NC,NA,NA 
J33,NC,NA,NA 
J34,NC,NA,NA 
J35,NC,NA,NA 
J36,NC,NA,NA 
J37,NC,NA,NA 
J38,NC,NA,NA 
J39,NC,NA,NA 
J4,NC,NA,NA 
J40,NC,NA,NA 
J41,NC,NA,NA 
J42,NC,NA,NA 
J5,NC,NA,NA 
K1,NC,NA,NA 
K2,NC,NA,NA 
K32,NC,NA,NA 
K33,NC,NA,NA 
K34,NC,NA,NA 
K35,NC,NA,NA 
K37,NC,NA,NA 
K38,NC,NA,NA 
K39,NC,NA,NA 
K40,NC,NA,NA 
K42,NC,NA,NA 
K6,NC,NA,NA 
K7,NC,NA,NA 
L32,NC,NA,NA 
L34,NC,NA,NA 
L35,NC,NA,NA 
L36,NC,NA,NA 
L37,NC,NA,NA 
L39,NC,NA,NA 
L4,NC,NA,NA 
L40,NC,NA,NA 
L41,NC,NA,NA 
L42,NC,NA,NA 
L5,NC,NA,NA 
M1,NC,NA,NA 
M2,NC,NA,NA 
M32,NC,NA,NA 
M33,NC,NA,NA 
M34,NC,NA,NA 
M36,NC,NA,NA 
M37,NC,NA,NA 
M38,NC,NA,NA 
M39,NC,NA,NA 
M41,NC,NA,NA 
M42,NC,NA,NA 
M6,NC,NA,NA 
M7,NC,NA,NA 
N32,NC,NA,NA 
N33,NC,NA,NA 
N34,NC,NA,NA 
N35,NC,NA,NA 
N36,NC,NA,NA 
N37,NC,NA,NA 
N38,NC,NA,NA 
N39,NC,NA,NA 
N4,NC,NA,NA 
N40,NC,NA,NA 
N41,NC,NA,NA 
N5,NC,NA,NA 
N57,NC,NA,NA 
N58,NC,NA,NA 
P1,NC,NA,NA 
P18,RSVD_VCCINT_GT,NA,NA 
P2,NC,NA,NA 
P55,NC,NA,NA 
P56,NC,NA,NA 
P6,NC,NA,NA 
P7,NC,NA,NA 
R3,NC,NA,NA 
R4,NC,NA,NA 
R52,NC,NA,NA 
R53,NC,NA,NA 
R57,NC,NA,NA 
R58,NC,NA,NA 
T1,NC,NA,NA 
T18,RSVD_VCCINT_GT,NA,NA 
T2,NC,NA,NA 
T55,NC,NA,NA 
T56,NC,NA,NA 
T6,NC,NA,NA 
T7,NC,NA,NA 
U12,NC,NA,NA 
U13,NC,NA,NA 
U3,NC,NA,NA 
U4,NC,NA,NA 
U52,NC,NA,NA 
U53,NC,NA,NA 
U57,NC,NA,NA 
U58,NC,NA,NA 
V1,NC,NA,NA 
V10,NC,NA,NA 
V11,NC,NA,NA 
V18,RSVD_VCCINT_GT,NA,NA 
V2,NC,NA,NA 
V54,NC,NA,NA 
V55,NC,NA,NA 
V6,NC,NA,NA 
V7,NC,NA,NA 
W12,NC,NA,NA 
W13,NC,NA,NA 
W3,NC,NA,NA 
W4,NC,NA,NA 
W52,NC,NA,NA 
W53,NC,NA,NA 
W57,NC,NA,NA 
W58,NC,NA,NA 
Y1,NC,NA,NA 
Y10,NC,NA,NA 
Y11,NC,NA,NA 
Y13,NC,NA,NA 
Y18,RSVD_VCCINT_GT,NA,NA 
Y2,NC,NA,NA 
Y49,NC,NA,NA 
Y50,NC,NA,NA 
Y54,NC,NA,NA 
Y55,NC,NA,NA 
Y6,NC,NA,NA 
Y7,NC,NA,NA 
AV17,POR_B_503,503,PMCDIO
M29,PUDC_B_503,503,PMCDIO
AL17,REF_CLK_503,503,PMCDIO
AY21,RSVDGND,NA,PMCDIO
AY22,RSVDGND,NA,PMCDIO
AT26,VCCAUX,NA,NA
AT28,VCCAUX,NA,NA
AT30,VCCAUX,NA,NA
AT32,VCCAUX,NA,NA
AT34,VCCAUX,NA,NA
AU25,VCCAUX,NA,NA
AU27,VCCAUX,NA,NA
AU29,VCCAUX,NA,NA
AU31,VCCAUX,NA,NA
AU33,VCCAUX,NA,NA
AE17,VCCAUX_PMC,NA,NA
AG17,VCCAUX_PMC,NA,NA
AH16,VCCAUX_PMC,NA,NA
AK16,VCCAUX_PMC,NA,NA
AU21,VCCAUX_SMON,NA,NA
AA19,VCCINT,NA,NA
AA21,VCCINT,NA,NA
AA23,VCCINT,NA,NA
AA25,VCCINT,NA,NA
AA27,VCCINT,NA,NA
AA29,VCCINT,NA,NA
AA31,VCCINT,NA,NA
AA33,VCCINT,NA,NA
AA35,VCCINT,NA,NA
AA37,VCCINT,NA,NA
AA39,VCCINT,NA,NA
AA41,VCCINT,NA,NA
AB40,VCCINT,NA,NA
AC19,VCCINT,NA,NA
AC21,VCCINT,NA,NA
AC39,VCCINT,NA,NA
AC41,VCCINT,NA,NA
AD20,VCCINT,NA,NA
AD24,VCCINT,NA,NA
AD26,VCCINT,NA,NA
AD28,VCCINT,NA,NA
AD30,VCCINT,NA,NA
AD32,VCCINT,NA,NA
AD34,VCCINT,NA,NA
AD36,VCCINT,NA,NA
AD38,VCCINT,NA,NA
AD40,VCCINT,NA,NA
AE19,VCCINT,NA,NA
AE21,VCCINT,NA,NA
AE23,VCCINT,NA,NA
AE35,VCCINT,NA,NA
AE37,VCCINT,NA,NA
AE39,VCCINT,NA,NA
AE41,VCCINT,NA,NA
AF20,VCCINT,NA,NA
AF22,VCCINT,NA,NA
AF24,VCCINT,NA,NA
AF36,VCCINT,NA,NA
AF38,VCCINT,NA,NA
AF40,VCCINT,NA,NA
AG19,VCCINT,NA,NA
AG21,VCCINT,NA,NA
AG23,VCCINT,NA,NA
AG35,VCCINT,NA,NA
AG37,VCCINT,NA,NA
AG39,VCCINT,NA,NA
AG41,VCCINT,NA,NA
AH20,VCCINT,NA,NA
AH22,VCCINT,NA,NA
AH24,VCCINT,NA,NA
AH36,VCCINT,NA,NA
AH38,VCCINT,NA,NA
AH40,VCCINT,NA,NA
AJ19,VCCINT,NA,NA
AJ21,VCCINT,NA,NA
AJ23,VCCINT,NA,NA
AJ35,VCCINT,NA,NA
AJ37,VCCINT,NA,NA
AJ39,VCCINT,NA,NA
AJ41,VCCINT,NA,NA
AK20,VCCINT,NA,NA
AK22,VCCINT,NA,NA
AK24,VCCINT,NA,NA
AK36,VCCINT,NA,NA
AK38,VCCINT,NA,NA
AK40,VCCINT,NA,NA
AL19,VCCINT,NA,NA
AL21,VCCINT,NA,NA
AL23,VCCINT,NA,NA
AL35,VCCINT,NA,NA
AL37,VCCINT,NA,NA
AL39,VCCINT,NA,NA
AL41,VCCINT,NA,NA
AM24,VCCINT,NA,NA
AM40,VCCINT,NA,NA
AN19,VCCINT,NA,NA
AN35,VCCINT,NA,NA
AN41,VCCINT,NA,NA
AP18,VCCINT,NA,NA
AP20,VCCINT,NA,NA
AP22,VCCINT,NA,NA
AP24,VCCINT,NA,NA
AP36,VCCINT,NA,NA
AP38,VCCINT,NA,NA
AP40,VCCINT,NA,NA
AR19,VCCINT,NA,NA
AR21,VCCINT,NA,NA
AR23,VCCINT,NA,NA
AR25,VCCINT,NA,NA
AR27,VCCINT,NA,NA
AR29,VCCINT,NA,NA
AR31,VCCINT,NA,NA
AR33,VCCINT,NA,NA
AR35,VCCINT,NA,NA
AR37,VCCINT,NA,NA
AR39,VCCINT,NA,NA
AR41,VCCINT,NA,NA
AT20,VCCINT,NA,NA
AT22,VCCINT,NA,NA
AT24,VCCINT,NA,NA
AT36,VCCINT,NA,NA
AT38,VCCINT,NA,NA
AT40,VCCINT,NA,NA
AU23,VCCINT,NA,NA
AU35,VCCINT,NA,NA
AU37,VCCINT,NA,NA
AU39,VCCINT,NA,NA
AU41,VCCINT,NA,NA
AV20,VCCINT,NA,NA
AV24,VCCINT,NA,NA
AV26,VCCINT,NA,NA
AV28,VCCINT,NA,NA
AV30,VCCINT,NA,NA
AV32,VCCINT,NA,NA
AV34,VCCINT,NA,NA
AV36,VCCINT,NA,NA
AV38,VCCINT,NA,NA
AV40,VCCINT,NA,NA
AW23,VCCINT,NA,NA
AW35,VCCINT,NA,NA
AW37,VCCINT,NA,NA
AW39,VCCINT,NA,NA
AW41,VCCINT,NA,NA
AY20,VCCINT,NA,NA
AY24,VCCINT,NA,NA
AY36,VCCINT,NA,NA
AY38,VCCINT,NA,NA
AY40,VCCINT,NA,NA
BA21,VCCINT,NA,NA
BA23,VCCINT,NA,NA
BA24,VCCINT,NA,NA
BA26,VCCINT,NA,NA
BA27,VCCINT,NA,NA
BA29,VCCINT,NA,NA
BA30,VCCINT,NA,NA
BA32,VCCINT,NA,NA
BA33,VCCINT,NA,NA
BA35,VCCINT,NA,NA
BA36,VCCINT,NA,NA
BA38,VCCINT,NA,NA
BA39,VCCINT,NA,NA
BA41,VCCINT,NA,NA
BA42,VCCINT,NA,NA
BB20,VCCINT,NA,NA
BB22,VCCINT,NA,NA
BB23,VCCINT,NA,NA
BB25,VCCINT,NA,NA
BB26,VCCINT,NA,NA
BB28,VCCINT,NA,NA
BB29,VCCINT,NA,NA
BB31,VCCINT,NA,NA
BB32,VCCINT,NA,NA
BB34,VCCINT,NA,NA
BB35,VCCINT,NA,NA
BB37,VCCINT,NA,NA
BB38,VCCINT,NA,NA
BB40,VCCINT,NA,NA
BB41,VCCINT,NA,NA
R19,VCCINT,NA,NA
R20,VCCINT,NA,NA
R22,VCCINT,NA,NA
R23,VCCINT,NA,NA
R25,VCCINT,NA,NA
R26,VCCINT,NA,NA
R28,VCCINT,NA,NA
R29,VCCINT,NA,NA
R31,VCCINT,NA,NA
R32,VCCINT,NA,NA
R34,VCCINT,NA,NA
R35,VCCINT,NA,NA
R37,VCCINT,NA,NA
R38,VCCINT,NA,NA
R40,VCCINT,NA,NA
R41,VCCINT,NA,NA
T19,VCCINT,NA,NA
T21,VCCINT,NA,NA
T22,VCCINT,NA,NA
T24,VCCINT,NA,NA
T25,VCCINT,NA,NA
T27,VCCINT,NA,NA
T28,VCCINT,NA,NA
T30,VCCINT,NA,NA
T31,VCCINT,NA,NA
T33,VCCINT,NA,NA
T34,VCCINT,NA,NA
T36,VCCINT,NA,NA
T37,VCCINT,NA,NA
T39,VCCINT,NA,NA
T40,VCCINT,NA,NA
U19,VCCINT,NA,NA
U21,VCCINT,NA,NA
U23,VCCINT,NA,NA
U25,VCCINT,NA,NA
U27,VCCINT,NA,NA
U29,VCCINT,NA,NA
U31,VCCINT,NA,NA
U33,VCCINT,NA,NA
U35,VCCINT,NA,NA
